Date,GC=F
2014-12-31,0.00740305786561013
2015-01-31,0.07990537514580831
2015-02-28,-0.05154479813379931
2015-03-31,-0.02432789097306831
2015-04-30,-0.0005916247031687583
2015-05-31,0.005920162259357875
2015-06-30,-0.015049625060231997
2015-07-31,-0.06538623609555061
2015-08-31,0.033518997491588376
2015-09-30,-0.01422762100856445
2015-10-31,0.023307933662034985
2015-11-30,-0.06631620777212
2015-12-31,-0.005160442623405204
2016-01-31,0.052909528437672826
2016-02-29,0.10524901238843065
2016-03-31,0.0002430721710657835
2016-04-30,0.044563281620435546
2016-05-31,-0.05771013431711747
2016-06-30,0.08528150429848669
2016-07-31,0.023209932508562403
2016-08-31,-0.031208284348359983
2016-09-30,0.00489710329367532
2016-10-31,-0.03182825498668307
2016-11-30,-0.079197759474538
2016-12-31,-0.017765671302238273
2017-01-31,0.05095650050951095
2017-02-28,0.03640575946451485
2017-03-31,-0.004231140716199788
2017-04-30,0.015072497411890318
2017-05-31,0.0046599988372419965
2017-06-30,-0.024606956625884413
2017-07-31,0.020875332822895
2017-08-31,0.03915993726669087
2017-09-30,-0.02636373838259143
2017-10-31,-0.011314865392118678
2017-11-30,0.004893410553965971
2017-12-31,0.025997564346263102
2018-01-31,0.025032496325182008
2018-02-28,-0.0175504107542942
2018-03-31,0.005549257946123154
2018-04-30,-0.004989490030709587
2018-05-31,-0.01223216546361594
2018-06-30,-0.037535518555654845
2018-07-31,-0.022057137840039376
2018-08-31,-0.019122254864308075
2018-09-30,-0.007331540839906392
2018-10-31,0.01745702797156934
2018-11-30,0.006516457993535951
2018-12-31,0.04761522699656795
2019-01-31,0.03238668603799488
2019-02-28,-0.005228387208488505
2019-03-31,-0.01508230354333051
2019-04-30,-0.007888593327049498
2019-05-31,0.01792952847250895
2019-06-30,0.07956800310812806
2019-07-31,0.011633698646601687
2019-08-31,0.06521281929185174
2019-09-30,-0.03515240950054355
2019-10-31,0.031179692136612758
2019-11-30,-0.03030306212009004
2019-12-31,0.03677676399558716
2020-01-31,0.04172426746565483
2020-02-29,-0.011876965404106432
2020-03-31,0.012339395901400207
2020-04-30,0.06366043021573997
2020-05-31,0.03129086496263023
2020-06-30,0.03229890885911102
2020-07-31,0.09470164463364461
2020-08-31,0.002445448664359917
2020-09-30,-0.040709481896636146
2020-10-31,-0.005350980442880737
2020-11-30,-0.05417069986132994
2020-12-31,0.06611478720635455
2021-01-31,-0.02419308401482434
2021-02-28,-0.06452664434118571
2021-03-31,-0.008274941820402448
2021-04-30,0.031217177311076982
2021-05-31,0.07650084730180629
2021-06-30,-0.06922467867115645
2021-07-31,0.023605108202631175
2021-08-31,0.001324078366097714
2021-09-30,-0.032892535080922825
2021-10-31,0.01578074995803025
2021-11-30,-0.005272027153147785
2021-12-31,0.03039018107578384
2022-01-31,-0.017783857729138153
2022-02-28,0.0581615734897285
2022-03-31,0.02621876704101611
2022-04-30,-0.020469886796252945
2022-05-31,-0.034881944143419163
2022-06-30,-0.020947509962970234
2022-07-31,-0.022836844814264845
2022-08-31,-0.028419067951734323
2022-09-30,-0.02942551551685524
2022-10-31,-0.0159408082355752
2022-11-30,0.06730238641898212
2022-12-31,0.042210739502792194
2023-01-31,0.06033964487244958
2023-02-28,-0.05213784689605472
2023-03-31,0.0766034084508378
2023-04-30,0.010716087143695985
2023-05-31,-0.013165143205512098
2023-06-30,-0.02179339492645216
2023-07-31,0.025714447473768498
2023-08-31,-0.01639180351592251
2023-09-30,-0.046486419283759184
2023-10-31,0.07418428515614806
2023-11-30,0.026647202153533778
2023-12-31,0.011922833545408684
2024-01-31,-0.006788208234537962
2024-02-29,-0.0013180781588525425
2024-03-31,0.08393212849886278
2024-04-30,0.033372419617130555
2024-05-31,0.013747054788550983
2024-06-30,0.0020664036462707536
2024-07-31,0.04244535416963191
2024-08-31,0.027735441511693715
2024-09-30,0.057061531013681055
2024-10-31,0.038769374221692354
2024-11-30,-0.02968997092298853
2024-12-31,-0.01046294649157875
2025-01-31,0.06971704405609214
2025-02-28,0.008640017361111196
2025-03-31,0.10081782116372473
2025-04-30,0.058345058384461135
2025-05-31,-0.004871436507186133
2025-06-30,0.0016722916973181956
2025-07-31,-0.0003642396817160609
2025-08-31,0.028968829071683855
